,,,,,,Totals,Totals,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Age,Tm,Lg,Season,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
217,Anthony Peeler\peelean01,24,LAL,NBA,1993-94,30,30,30.8,5.9,13.6,5.4,11.5,0.5,2.1,1.9,2.4,1.6,2,3.6,3.1,1.4,0.3,2,3.1,14.1,0.43,0.468,0.222,0.447,0.803,0.48
218,Elliot Perry\perryel01,24,PHO,NBA,1993-94,27,9,16,1.6,4.2,1.6,4.1,0,0.1,0.8,1,0.4,1,1.4,4.6,0.9,0,1.6,1.3,3.9,0.372,0.382,0,0.372,0.75,0.419
219,Brent Price\pricebr01,25,WSB,NBA,1993-94,65,13,15.9,2.2,5,1.4,2.7,0.8,2.3,1,1.3,0.5,0.9,1.4,3.3,0.8,0,1.8,1.8,6.2,0.433,0.517,0.333,0.509,0.782,0.549
220,Sean Rooks\rooksse01,24,DAL,NBA,1993-94,47,28,26.7,4.1,8.4,4.1,8.3,0,0,3.2,4.5,1.8,3.7,5.5,1,0.4,0.9,1.7,2.3,11.4,0.491,0.492,0,0.491,0.714,0.552
221,Malik Sealy\sealyma01,23,IND,NBA,1993-94,43,5,14.5,2.6,6.4,2.5,6,0.1,0.4,1.4,2,1,1.7,2.7,1.1,0.7,0.2,1.2,2,6.6,0.405,0.415,0.25,0.412,0.678,0.456
222,Chris Smith\smithch03,23,MIN,NBA,1993-94,80,16,20.2,2.3,5.3,2.2,4.8,0.1,0.5,1.2,1.8,0.2,1.3,1.5,3.6,0.5,0.2,1.3,1.6,5.9,0.435,0.453,0.256,0.447,0.674,0.488
223,Reggie Smith\smithre01,23,POR,NBA,1993-94,43,9,7.3,0.7,1.7,0.7,1.7,0,0,0.4,0.9,0.9,1.4,2.3,0.1,0.3,0.1,0.3,1.1,1.8,0.403,0.403,,0.403,0.474,0.428
224,Andre Spencer\spencan01,29,TOT,NBA,1993-94,28,1,12.5,1.9,4.2,1.9,4.2,0,0,2,2.8,1.1,1.5,2.6,0.8,0.7,0.3,0.8,1.5,5.7,0.441,0.441,,0.441,0.714,0.523
225,Elmore Spencer\spencel01,24,LAC,NBA,1993-94,76,63,25.4,3.8,7.1,3.8,7.1,0,0,1.3,2.1,1.3,4.2,5.5,1,0.4,1.7,2.2,2.7,8.9,0.533,0.535,0,0.533,0.599,0.55
226,Latrell Sprewell\sprewla01,23,GSW,NBA,1993-94,82,82,43.1,7.5,17.3,5.8,12.5,1.7,4.8,4.3,5.6,1,3.9,4.9,4.7,2.2,0.9,2.8,1.9,21,0.433,0.46,0.361,0.482,0.774,0.532
227,Bryant Stith\stithbr01,23,DEN,NBA,1993-94,82,82,34.8,4.5,9.9,4.4,9.8,0,0.1,3.5,4.3,1.5,2.8,4.3,2.4,1.4,0.2,1.6,2,12.5,0.45,0.453,0.222,0.451,0.829,0.53
228,Clarence Weatherspoon\weathcl01,23,PHI,NBA,1993-94,82,82,38.4,7.3,15.2,7.3,15,0,0.2,3.6,5.2,3.1,7,10.1,2.3,1.2,1.4,2.4,1.9,18.4,0.483,0.487,0.235,0.485,0.693,0.525
229,Corey Williams\willico01,23,MIN,NBA,1993-94,4,0,11.5,1.3,3.3,1.3,3,0,0.3,0.3,0.3,0.3,1.3,1.5,1.5,0.5,0,0.5,1.5,2.8,0.385,0.417,0,0.385,1,0.409
230,Lorenzo Williams\willilo01,24,TOT,NBA,1993-94,38,11,18.8,1.3,2.9,1.3,2.9,0,0,0.3,0.7,2.5,3.2,5.7,0.7,0.5,1.2,0.6,2.4,2.9,0.445,0.45,0,0.445,0.429,0.45
231,Walt Williams\williwa02,23,SAC,NBA,1993-94,57,4,23.8,4,10.2,3.3,7.9,0.7,2.3,2.6,4.1,1.2,2.9,4.1,2.3,0.9,0.4,2.5,3.5,11.2,0.39,0.42,0.288,0.422,0.635,0.467
232,Trevor Wilson\wilsotr01,25,TOT,NBA,1993-94,57,13,21.4,3.3,6.8,3.3,6.8,0,0,1.6,2.9,2.1,2.7,4.8,1.3,0.7,0.2,1.6,2.2,8.2,0.482,0.484,0,0.482,0.554,0.505
233,Randy Woods\woodsra01,23,LAC,NBA,1993-94,40,0,8.8,1.2,3.3,0.6,1.4,0.7,2,0.5,0.9,0.3,0.4,0.7,1.8,0.6,0.1,0.9,1,3.6,0.368,0.4,0.346,0.47,0.571,0.489
234,Vin Baker\bakervi01,23,MIL,NBA,1994-95,82,82,41,7.2,15,7.2,14.7,0.1,0.3,3.1,5.3,3.5,6.8,10.3,3.6,1,1.4,2.7,3.4,17.7,0.483,0.487,0.292,0.486,0.593,0.511
235,Corie Blount\blounco01,26,CHI,NBA,1994-95,68,9,13.1,1.5,3.1,1.5,3.1,0,0,0.6,1,1.6,2,3.5,0.9,0.4,0.5,0.9,2.1,3.5,0.476,0.481,0,0.476,0.567,0.497
236,Shawn Bradley\bradlsh01,22,PHI,NBA,1994-95,82,59,28.8,3.8,8.5,3.8,8.4,0,0,1.8,2.8,3,5.1,8,0.6,0.7,3.3,1.7,4.1,9.5,0.455,0.457,0,0.455,0.638,0.489
237,P.J. Brown\brownpj01,25,NJN,NBA,1994-95,80,63,30.8,3.2,7.1,3.1,6.8,0.1,0.3,1.7,2.6,2.2,3.9,6.1,1.7,0.9,1.7,1,3.3,8.1,0.446,0.458,0.167,0.449,0.671,0.492
238,Scott Burrell\burresc01,24,CHH,NBA,1994-95,65,62,31,4.3,9.1,2.8,5.5,1.5,3.6,1.5,2.2,1.5,4.2,5.7,2.5,1.2,0.6,1.3,2.9,11.5,0.467,0.506,0.409,0.548,0.694,0.571
239,Mitchell Butler\butlemi02,24,WSB,NBA,1994-95,76,5,20.4,2.8,6.7,2.2,4.8,0.6,1.9,1.6,2.4,0.6,1.7,2.2,1.2,0.8,0.1,1.4,2,7.9,0.421,0.458,0.326,0.467,0.665,0.506
240,Sam Cassell\cassesa01,25,HOU,NBA,1994-95,82,1,23,3.1,7.2,2.3,4.9,0.8,2.3,2.6,3.1,0.5,2.1,2.6,4.9,1.1,0.2,2,2.5,9.5,0.427,0.473,0.33,0.48,0.843,0.556
241,Calbert Cheaney\cheanca01,23,WSB,NBA,1994-95,78,71,34,6.6,14.5,5.3,10.8,1.2,3.6,2.2,2.7,1.3,2.8,4.1,2.3,1,0.3,1.9,2.8,16.6,0.453,0.492,0.339,0.496,0.812,0.529
242,Corey Crowder\crowdco01,25,SAS,NBA,1994-95,7,0,4.1,0.3,1.4,0.3,0.9,0,0.6,0.3,0.9,0.1,0.3,0.4,0.1,0.1,0,0.3,0.1,0.9,0.2,0.333,0,0.2,0.333,0.237
243,Antonio Davis\davisan01,26,IND,NBA,1994-95,44,1,23.4,2.5,5.6,2.5,5.6,0,0,2.7,4,2.4,4,6.4,0.6,0.4,0.7,1.5,3,7.6,0.445,0.445,,0.445,0.672,0.521
244,Tony Dawson\dawsoto01,27,BOS,NBA,1994-95,2,0,6.5,1.5,4,1,2.5,0.5,1.5,0.5,0.5,0,1.5,1.5,0.5,0,0,1,2,4,0.375,0.4,0.333,0.438,1,0.474
245,Terry Dehere\deherte01,23,LAC,NBA,1994-95,80,28,22.2,3.5,8.6,2.9,6.5,0.6,2,2.9,3.7,0.4,1.5,1.9,2.8,0.6,0.1,2,2.5,10.4,0.407,0.443,0.294,0.442,0.784,0.513
246,Richard Dumas\dumasri02,25,PHO,NBA,1994-95,15,1,11.1,2.5,4.9,2.5,4.8,0,0.1,0.5,1.1,1.2,0.7,1.9,0.5,0.7,0.1,0.6,1.5,5.5,0.507,0.514,0,0.507,0.5,0.512
247,Pat Durham\durhapa01,27,MIN,NBA,1994-95,59,2,14.4,2,4,1.9,3.6,0.1,0.4,1.1,1.6,0.6,1,1.6,0.9,0.6,0.5,0.8,1.9,5.1,0.494,0.531,0.192,0.504,0.656,0.541
248,Acie Earl\earlac01,24,BOS,NBA,1994-95,30,3,6.9,0.9,2.3,0.9,2.3,0,0,0.5,1,0.6,0.9,1.5,0.1,0.2,0.3,0.5,1.3,2.2,0.382,0.382,,0.382,0.483,0.409
249,Doug Edwards\edwardo01,24,ATL,NBA,1994-95,38,0,5.6,0.6,1.3,0.6,1.2,0,0,0.6,0.8,0.5,0.8,1.3,0.3,0.1,0.1,0.6,0.8,1.8,0.458,0.468,0,0.458,0.719,0.54
250,Harold Ellis\ellisha01,24,LAC,NBA,1994-95,69,7,9.5,1.3,2.7,1.3,2.6,0,0.2,1,1.7,0.8,0.5,1.3,0.6,1,0.2,0.7,1.5,3.7,0.481,0.511,0.077,0.484,0.59,0.524
251,Alphonso Ford\fordal01,23,PHI,NBA,1994-95,5,0,19.6,1.8,7.8,1.8,6,0,1.8,0.2,0.4,1.6,2.4,4,1.8,0.2,0,1.6,1,3.8,0.231,0.3,0,0.231,0.5,0.238
252,Greg Graham\grahagr01,24,PHI,NBA,1994-95,50,7,15.5,1.9,4.5,1.8,3.9,0.1,0.6,1.1,1.5,0.4,0.9,1.2,1.3,0.6,0.1,1,1.5,5,0.426,0.456,0.214,0.439,0.753,0.492
253,Andrés Guibert\guibean01,26,MIN,NBA,1994-95,17,0,9.8,0.9,2.8,0.9,2.5,0,0.2,0.8,1.1,0.9,1.7,2.6,0.6,0.5,0.1,0.7,1.7,2.6,0.34,0.372,0,0.34,0.684,0.406
254,Geert Hammink\hammige01,25,ORL,NBA,1994-95,1,0,7,1,3,1,3,0,0,2,2,0,2,2,1,0,0,0,1,4,0.333,0.333,,0.333,1,0.515
255,Anfernee Hardaway\hardaan01,23,ORL,NBA,1994-95,77,77,37.7,7.6,14.8,6.5,11.6,1.1,3.2,4.6,6,1.8,2.6,4.4,7.2,1.7,0.3,3.4,2.1,20.9,0.512,0.558,0.349,0.55,0.769,0.599
256,Lucious Harris\harrilu01,24,DAL,NBA,1994-95,79,31,21.5,3.5,7.7,2.8,5.9,0.7,1.8,1.7,2.2,1.1,1.7,2.8,1.7,0.7,0.2,1,1.3,9.5,0.459,0.481,0.387,0.504,0.8,0.548
257,Antonio Harvey\harvean01,24,LAL,NBA,1994-95,59,8,9.7,1.3,3,1.3,3,0,0,0.4,0.8,0.7,1.1,1.7,0.4,0.3,0.7,0.4,1.5,3,0.438,0.434,1,0.44,0.533,0.457
258,Allan Houston\houstal01,23,DET,NBA,1994-95,76,39,26.3,5.2,11.3,3.2,6.4,2.1,4.9,1.9,2.3,0.4,1.8,2.2,2.2,0.8,0.2,1.5,2.4,14.5,0.463,0.494,0.424,0.555,0.86,0.589
259,Lindsey Hunter\hunteli01,24,DET,NBA,1994-95,42,26,22.5,2.8,7.6,2,5,0.9,2.6,1,1.3,0.6,1.2,1.8,3.8,1.2,0.2,1.9,2.2,7.5,0.374,0.395,0.333,0.431,0.727,0.459
260,Bobby Hurley\hurlebo01,23,SAC,NBA,1994-95,68,6,16.3,1.5,4.2,1.2,3.1,0.3,1.1,0.9,1.1,0.2,0.8,1,3.3,0.4,0,1.6,1.2,4.2,0.363,0.394,0.276,0.4,0.763,0.449
261,Ervin Johnson\johnser02,27,SEA,NBA,1994-95,64,30,14.2,1.3,3,1.3,3,0,0,0.5,0.7,1.6,2.9,4.5,0.3,0.3,1,0.8,2.5,3.1,0.443,0.445,0,0.443,0.63,0.469
262,Popeye Jones\jonespo01,24,DAL,NBA,1994-95,80,80,29.8,4.7,10.5,4.6,10.3,0,0.2,1,1.6,4.1,6.4,10.6,2,0.4,0.3,1.6,3.3,10.3,0.443,0.449,0.083,0.444,0.645,0.462
263,Toni Kukoč\kukocto01,26,CHI,NBA,1994-95,81,55,31.9,6,11.9,5.2,9.5,0.8,2.4,2.9,3.9,1.9,3.5,5.4,4.6,1.3,0.2,2,2,15.7,0.504,0.553,0.313,0.536,0.748,0.575
264,George Lynch\lynchge01,24,LAL,NBA,1994-95,56,15,17,2.5,5.3,2.4,4.9,0.1,0.4,1.1,1.5,1.3,1.9,3.3,1.1,0.9,0.2,1.3,1.5,6.1,0.468,0.493,0.143,0.473,0.721,0.512
265,Gerald Madkins\madkige01,25,CLE,NBA,1994-95,7,0,4,0.3,0.9,0.1,0.6,0.1,0.3,0.4,0.6,0,0,0,0.1,0.3,0,0.4,0.3,1.1,0.333,0.25,0.5,0.417,0.75,0.515
266,Bob Martin\martibo01,25,LAC,NBA,1994-95,1,0,14,1,5,1,5,0,0,0,0,2,0,2,1,0,1,0,2,2,0.2,0.2,,0.2,,0.2
267,Jamal Mashburn\mashbja01,22,DAL,NBA,1994-95,80,80,37.3,8.5,19.6,7.1,15.3,1.4,4.3,5.6,7.6,1.5,2.7,4.1,3.7,1,0.1,2.9,2.4,24.1,0.436,0.466,0.328,0.472,0.739,0.526
268,Darnell Mee\meeda01,23,DEN,NBA,1994-95,2,0,4,0.5,2.5,0,1,0.5,1.5,0,0,0,0.5,0.5,1,0.5,0,0,0,1.5,0.2,0,0.333,0.3,,0.3
269,Chris Mills\millsch01,25,CLE,NBA,1994-95,80,79,35.2,4.5,10.7,3.3,7.7,1.2,3,2.2,2.7,1.2,3.3,4.6,1.9,0.7,0.4,1.5,3,12.3,0.42,0.431,0.392,0.475,0.817,0.52
270,Gheorghe Mureșan\muresgh01,23,WSB,NBA,1994-95,73,58,23.6,4.2,7.4,4.2,7.4,0,0,1.7,2.4,2.5,4.2,6.7,0.5,0.7,1.7,1.6,3.5,10,0.56,0.56,,0.56,0.709,0.591
271,Bo Outlaw\outlabo01,23,LAC,NBA,1994-95,81,31,20.4,2.1,4,2.1,4,0,0.1,1,2.3,1.5,2.4,3.9,1,1.1,1.9,1,2.8,5.2,0.523,0.531,0,0.523,0.441,0.519
272,Mike Peplowski\peplomi01,24,DET,NBA,1994-95,6,0,3.5,0.8,0.8,0.8,0.8,0,0,0.2,0.3,0.2,0.3,0.5,0.2,0.2,0,0.3,1.7,1.8,1,1,,1,0.5,0.935
273,Dino Radja\radjadi01,27,BOS,NBA,1994-95,66,48,32.5,6.8,13.9,6.8,13.9,0,0,3.5,4.7,2.3,6.4,8.7,1.7,0.9,1.3,2.4,3.5,17.2,0.49,0.49,0,0.49,0.759,0.537
274,Isaiah Rider\rideris01,23,MIN,NBA,1994-95,75,67,35.3,7.4,16.7,5.6,11.4,1.9,5.3,3.7,4.5,1.2,2.1,3.3,3.3,0.9,0.3,3.1,2.6,20.4,0.447,0.491,0.351,0.502,0.817,0.548
275,Eric Riley\rileyer01,24,LAC,NBA,1994-95,40,4,10.9,1.6,3.6,1.6,3.6,0,0,1.2,1.6,1.1,1.7,2.8,0.3,0.4,0.9,0.8,2,4.4,0.448,0.451,0,0.448,0.734,0.511
276,James Robinson\robinja02,24,POR,NBA,1994-95,71,25,21.7,3.6,8.8,2.5,5.6,1.1,3.1,0.9,1.5,0.6,1.3,1.9,2.5,0.7,0.2,1.8,2,9.2,0.409,0.446,0.341,0.47,0.591,0.484
277,Rodney Rogers\rogerro01,23,DEN,NBA,1994-95,80,77,26.8,4.7,9.6,4.1,7.8,0.6,1.9,2.2,3.4,1.7,3.2,4.8,2,1.2,0.6,2.2,3.5,12.2,0.488,0.523,0.338,0.52,0.651,0.55
278,Bryon Russell\russebr01,24,UTA,NBA,1994-95,63,15,13.7,1.7,3.8,1.4,3.1,0.2,0.7,1,1.5,0.7,1.5,2.2,0.5,0.8,0.2,0.7,1.6,4.5,0.437,0.469,0.295,0.464,0.667,0.507
279,Greg Sutton\suttogr01,27,CHH,NBA,1994-95,53,4,13,1.8,4.3,1,2.2,0.8,2.2,0.6,0.8,0.2,0.9,1.1,1.7,0.6,0,1,2.2,5,0.409,0.443,0.374,0.502,0.711,0.526
280,Keith Tower\towerke01,24,ORL,NBA,1994-95,3,0,2.3,0,0.7,0,0.7,0,0,0.3,0.7,0.3,0.7,1,0,0,0,0.3,0.3,0.3,0,0,,0,0.5,0.174
281,Henry Turner\turnehe02,28,SAC,NBA,1994-95,30,0,5,0.8,1.9,0.7,1.7,0.1,0.2,0.7,1.2,0.6,0.4,0.9,0.2,0.3,0,0.4,0.7,2.3,0.404,0.404,0.4,0.421,0.571,0.47
282,Nick Van Exel\vanexni01,23,LAL,NBA,1994-95,80,80,36.8,5.8,13.8,3.5,7.5,2.3,6.4,2.9,3.8,0.3,2.5,2.8,8.3,1.2,0.1,2.8,2,16.9,0.42,0.473,0.358,0.503,0.783,0.544
283,Rex Walters\waltere01,24,NJN,NBA,1994-95,80,30,17.9,2.6,5.9,1.7,3.4,0.9,2.5,0.5,0.7,0.2,0.9,1.2,1.5,0.5,0.2,0.9,1.7,6.5,0.439,0.495,0.362,0.515,0.769,0.532
284,Chris Webber\webbech01,21,WSB,NBA,1994-95,54,52,38.3,8.6,17.4,7.9,14.7,0.7,2.7,2.2,4.3,3.7,5.9,9.6,4.7,1.5,1.6,3.1,3.4,20.1,0.495,0.535,0.276,0.516,0.502,0.521
285,David Wesley\wesleda01,24,BOS,NBA,1994-95,51,36,27.1,2.5,6.1,1.5,3.8,1,2.3,1.4,1.8,0.6,1.7,2.3,5.2,1.6,0.2,1.7,2.8,7.4,0.409,0.397,0.429,0.49,0.755,0.533
286,Chris Whitney\whitnch01,23,SAS,NBA,1994-95,25,0,7.2,0.6,1.9,0.4,1.1,0.1,0.8,0.4,0.4,0.2,0.4,0.5,1.1,0.2,0,0.7,1.4,1.7,0.298,0.393,0.158,0.33,1,0.405
287,Aaron Williams\williaa01,23,MIL,NBA,1994-95,15,0,4.8,0.5,1.6,0.5,1.5,0,0.1,0.5,0.8,0.3,0.9,1.3,0,0.1,0.4,0.5,0.9,1.6,0.333,0.348,0,0.333,0.667,0.41
288,Derrick Alston\alstode01,23,PHI,NBA,1995-96,73,41,22.1,2.7,5.3,2.7,5.3,0,0,0.8,1.5,1.7,2.4,4.1,0.8,0.8,0.7,0.8,2.6,6.2,0.512,0.513,0.333,0.513,0.491,0.518
289,Darrell Armstrong\armstda01,27,ORL,NBA,1995-96,13,0,3.2,1.2,2.5,0.8,1.5,0.5,0.9,0.3,0.3,0,0.2,0.2,0.4,0.5,0,0.5,0.3,3.2,0.5,0.5,0.5,0.594,1,0.622
290,Elmer Bennett\benneel01,25,PHI,NBA,1995-96,8,0,8.3,0.5,2.1,0.5,2.1,0,0,0.4,0.5,0.1,0.5,0.6,1,0.1,0.1,0.9,0.8,1.4,0.235,0.235,,0.235,0.75,0.293
291,Tim Breaux\breauti01,25,HOU,NBA,1995-96,54,4,10.6,1.1,3,0.8,2.1,0.3,0.9,0.5,0.8,0.4,0.7,1.1,0.4,0.2,0.1,0.6,0.8,3,0.366,0.383,0.326,0.413,0.622,0.445
292,Chris Childs\childch01,28,NJN,NBA,1995-96,78,54,30.9,4.2,10,2.9,6.7,1.2,3.3,3.3,3.9,0.7,2.5,3.1,7,1.4,0.1,2.9,3.2,12.8,0.416,0.441,0.367,0.478,0.852,0.549
293,Michael Curry\currymi01,27,TOT,NBA,1995-96,46,1,17,1.6,3.5,1.2,2.3,0.4,1.2,1,1.3,0.6,1.3,1.8,0.6,0.5,0,0.5,2,4.6,0.453,0.491,0.377,0.516,0.726,0.56
294,Yinka Dare\dareyi01,23,NJN,NBA,1995-96,58,23,10.8,1.1,2.5,1.1,2.5,0,0,0.7,1.1,1,2.2,3.1,0,0.1,0.7,1.2,2,2.8,0.438,0.438,,0.438,0.613,0.479
295,Dell Demps\dempsde01,25,SAS,NBA,1995-96,16,0,5.4,1.2,2.1,1.1,1.9,0.1,0.1,0.9,1.1,0.1,0.4,0.6,0.5,0.2,0.1,0.8,0.6,3.3,0.576,0.581,0.5,0.591,0.824,0.655
296,Tony Dumas\dumasto01,23,DAL,NBA,1995-96,67,12,19.2,4.1,9.8,3,6.7,1.1,3.1,2.3,3.8,0.9,0.9,1.7,1.5,0.6,0.2,1.1,1.9,11.6,0.418,0.446,0.357,0.475,0.599,0.505
297,Howard Eisley\eisleho01,23,UTA,NBA,1995-96,65,0,14.8,1.6,3.7,1.4,2.8,0.2,1,1,1.2,0.3,0.9,1.2,2.2,0.4,0,1.2,2,4.4,0.43,0.5,0.226,0.459,0.844,0.52
298,Matt Fish\fishma01,26,TOT,NBA,1995-96,18,1,7.4,1.2,2,1.2,2,0,0,0.6,1.1,0.6,0.6,1.2,0.4,0.2,0.4,0.2,1.1,2.9,0.583,0.583,,0.583,0.526,0.586
299,Brian Grant\grantbr01,23,SAC,NBA,1995-96,78,75,30.7,5.5,10.8,5.4,10.6,0.1,0.2,3.4,4.6,2.2,4.7,7,1.6,0.5,1.3,2.4,3.4,14.4,0.507,0.513,0.235,0.51,0.732,0.56
300,Darrin Hancock\hancoda01,24,CHH,NBA,1995-96,63,7,13.3,1.8,3.4,1.8,3.3,0,0,0.7,1.2,0.6,0.9,1.6,0.7,0.4,0.1,0.9,1.5,4.3,0.523,0.526,0.333,0.526,0.644,0.553
301,Grant Hill\hillgr01,23,DET,NBA,1995-96,80,80,40.8,7.1,15.3,7,14.9,0.1,0.3,6.1,8.1,1.6,8.2,9.8,6.9,1.3,0.6,3.3,3,20.2,0.462,0.468,0.192,0.464,0.751,0.537
302,Juwan Howard\howarju01,22,WSB,NBA,1995-96,81,81,40.7,9,18.5,9,18.4,0,0.2,3.9,5.3,2.3,5.8,8.1,4.4,0.8,0.5,3.7,3.3,22.1,0.489,0.49,0.308,0.49,0.749,0.53
303,Eddie Jones\jonesed02,24,LAL,NBA,1995-96,70,66,31.2,4.8,9.8,3.6,6.5,1.2,3.2,1.9,2.6,0.6,2.7,3.3,3.5,1.8,0.6,1.4,2.3,12.8,0.492,0.555,0.366,0.553,0.739,0.583
304,Reggie Jordan\jordare01,28,ATL,NBA,1995-96,24,0,10.3,1.5,3,1.5,3,0,0,0.9,1.6,1,1.2,2.2,1.2,0.5,0.3,0.8,1.3,3.9,0.507,0.507,,0.507,0.579,0.536
305,Jason Kidd\kiddja01,22,DAL,NBA,1995-96,81,81,37.5,6.1,16,4.4,11.1,1.6,4.9,2.8,4.1,2.5,4.3,6.8,9.7,2.2,0.3,4,1.9,16.6,0.381,0.401,0.336,0.433,0.692,0.468
306,Chris King\kingch01,26,VAN,NBA,1995-96,80,66,24.1,3.1,7.3,2.6,5.9,0.6,1.4,1.1,1.7,1.3,2.3,3.6,1.3,0.9,0.4,1.3,2,7.9,0.427,0.436,0.389,0.465,0.662,0.492
307,Antonio Lang\langan02,23,CLE,NBA,1995-96,41,0,9,1,1.9,1,1.8,0,0,0.8,1.1,0.4,0.9,1.3,0.3,0.3,0.3,0.6,1.5,2.8,0.532,0.547,0,0.532,0.723,0.594
308,Sam Mack\macksa01,25,HOU,NBA,1995-96,31,20,28,3.9,9.3,2.2,4.9,1.7,4.4,1.3,1.5,0.6,2.6,3.2,2.5,0.7,0.3,0.9,2.4,10.8,0.422,0.441,0.4,0.516,0.848,0.545
309,Donyell Marshall\marshdo01,22,GSW,NBA,1995-96,62,6,15.1,2,5.1,1.6,3.5,0.5,1.5,1,1.3,1,2.4,3.4,0.8,0.4,0.5,0.8,1.3,5.5,0.398,0.441,0.298,0.443,0.771,0.488
310,Darrick Martin\martida01,24,TOT,NBA,1995-96,59,16,19.5,2.5,6.1,2.2,5,0.3,1.2,1.7,2,0.3,1.1,1.4,3.7,0.9,0.1,1.8,2.1,7,0.406,0.433,0.29,0.434,0.842,0.5
311,Jim McIlvaine\mcilvji01,23,WSB,NBA,1995-96,80,6,14.9,0.8,1.8,0.8,1.8,0,0,0.7,1.3,0.8,2.1,2.9,0.1,0.3,2.1,0.5,2.1,2.3,0.428,0.428,,0.428,0.552,0.476
312,Aaron McKie\mckieaa01,23,POR,NBA,1995-96,81,73,27.9,4.2,8.9,3.7,7.5,0.5,1.4,1.9,2.5,1.1,2.7,3.8,2.5,1.1,0.3,1.7,2.5,10.7,0.467,0.494,0.325,0.493,0.764,0.534
313,Anthony Miller\millean01,24,LAL,NBA,1995-96,27,0,4.6,0.6,1.3,0.6,1.2,0,0.1,0.2,0.4,0.4,0.5,0.9,0.1,0.1,0,0.3,0.7,1.3,0.429,0.455,0,0.429,0.6,0.457
314,Greg Minor\minorgr01,24,BOS,NBA,1995-96,78,47,22.6,4.1,8.2,4,7.9,0.1,0.3,1.3,1.7,1.2,2.1,3.3,1.9,0.5,0.1,1,2.1,9.6,0.5,0.511,0.259,0.505,0.762,0.535
315,Eric Mobley\mobleer01,25,TOT,NBA,1995-96,39,4,17.3,1.9,3.5,1.9,3.5,0,0.1,1,2.2,1.4,2.2,3.6,0.6,0.4,0.6,1.3,2.2,4.8,0.536,0.537,0.5,0.54,0.448,0.533
316,Eric Montross\montrer01,24,BOS,NBA,1995-96,61,59,23.5,3.2,5.7,3.2,5.7,0,0,0.8,2.2,2,3.8,5.8,0.7,0.3,0.5,1.4,3,7.2,0.566,0.566,,0.566,0.376,0.546
317,Lamond Murray\murrala01,22,LAC,NBA,1995-96,77,32,23.6,3.3,7.5,2.9,6,0.5,1.5,1.3,1.7,1.2,2,3.2,1.1,0.8,0.3,1.4,2,8.4,0.447,0.479,0.319,0.479,0.75,0.513
318,Wesley Person\persowe01,24,PHO,NBA,1995-96,82,47,31.8,4.8,10.7,3.3,6.9,1.4,3.8,1.8,2.3,0.7,3.2,3.9,1.7,0.7,0.3,1.1,1.8,12.7,0.445,0.484,0.374,0.511,0.771,0.543
319,Eric Piatkowski\piatker01,25,LAC,NBA,1995-96,65,1,12.1,1.5,3.7,0.9,2,0.6,1.8,1,1.3,0.6,1,1.6,0.7,0.4,0.2,0.7,1.3,4.6,0.405,0.469,0.333,0.483,0.817,0.541
320,Eldridge Recasner\recasel01,28,HOU,NBA,1995-96,63,27,20.2,2.4,5.7,1.1,2.7,1.3,3,0.9,1,0.5,1.8,2.3,2.7,0.4,0.1,1,1.8,6.9,0.415,0.405,0.424,0.528,0.864,0.562
321,Khalid Reeves\reevekh01,23,TOT,NBA,1995-96,51,12,16.3,1.9,4.5,1.3,2.7,0.5,1.8,1.2,1.6,0.4,1.2,1.5,2.3,0.7,0.1,1.2,2.3,5.5,0.419,0.493,0.308,0.48,0.744,0.53
322,Glenn Robinson\robingl01,23,MIL,NBA,1995-96,82,82,39.6,7.6,16.9,6.5,13.6,1.1,3.2,3.9,4.7,1.7,4.5,6.1,3.6,1.2,0.5,3.4,2.9,20.2,0.454,0.48,0.342,0.486,0.812,0.534
323,Carlos Rogers\rogerca01,24,TOR,NBA,1995-96,56,18,18.6,3.2,6.1,3.1,5.8,0.1,0.4,1.3,2.3,1.4,1.6,3,0.6,0.4,0.9,1.1,1.6,7.7,0.517,0.542,0.143,0.522,0.546,0.536
324,Jalen Rose\roseja01,23,DEN,NBA,1995-96,80,37,26.7,3.6,7.6,3.2,6.2,0.4,1.4,2.4,3.5,0.6,2.7,3.3,6.2,0.7,0.5,2.9,2.9,10,0.48,0.52,0.296,0.507,0.69,0.553
325,Clifford Rozier\roziecl01,23,GSW,NBA,1995-96,59,1,12.3,1.3,2.3,1.3,2.3,0,0,0.4,0.9,1.2,1.7,2.9,0.4,0.3,0.5,0.7,2.3,3.1,0.585,0.594,0,0.585,0.473,0.578
326,Trevor Ruffin\ruffitr01,25,PHI,NBA,1995-96,61,23,25.4,4.3,10.6,2.6,6,1.7,4.7,2.4,3,0.3,1.8,2.2,4.4,0.7,0,2.4,2.2,12.8,0.406,0.437,0.366,0.486,0.813,0.534
