,,,,,,Totals,Totals,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Age,Tm,Lg,Season,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
768,Marcus Banks\banksma01,23,BOS,NBA,2004-05,81,2,14.1,1.4,3.5,1.2,2.8,0.3,0.7,1.5,2,0.4,1.2,1.6,1.9,0.8,0.2,1,1.8,4.6,0.402,0.414,0.356,0.439,0.742,0.52
769,Leandro Barbosa\barbole01,22,PHO,NBA,2004-05,63,6,17.3,2.7,5.6,1.9,3.4,0.8,2.2,0.9,1.1,0.5,1.6,2.1,2,0.5,0.1,1.4,2,7,0.475,0.544,0.367,0.547,0.797,0.575
770,Matt Barnes\barnema02,24,SAC,NBA,2004-05,43,9,16.6,1.4,3.5,1.3,3,0.1,0.5,0.8,1.3,1.1,2,3.1,1.3,0.7,0.2,1,1.9,3.8,0.411,0.442,0.227,0.427,0.603,0.465
771,Steve Blake\blakest01,24,WAS,NBA,2004-05,44,1,14.7,1.4,4.2,0.6,2.1,0.8,2.1,0.8,0.9,0.4,1.2,1.6,1.6,0.3,0,0.9,1.1,4.3,0.328,0.269,0.387,0.425,0.805,0.468
772,Keith Bogans\boganke01,24,CHA,NBA,2004-05,74,42,24.2,3.5,9.3,2.8,7,0.8,2.3,1.8,2.5,1,2,3.1,1.8,0.9,0.1,1.6,2.3,9.6,0.381,0.398,0.329,0.422,0.727,0.465
773,Curtis Borchardt\borchcu01,24,UTA,NBA,2004-05,67,23,12.8,1.1,2.6,1.1,2.6,0,0,0.8,1.1,1.3,2.1,3.3,0.7,0.1,0.5,0.8,2.4,3,0.43,0.43,,0.43,0.732,0.492
774,Chris Bosh\boshch01,20,TOR,NBA,2004-05,81,81,37.2,5.8,12.4,5.8,12.3,0,0.1,5.1,6.7,2.4,6.5,8.9,1.9,0.9,1.4,2.3,2.8,16.8,0.471,0.472,0.3,0.472,0.76,0.547
775,Torraye Braggs\braggto01,28,HOU,NBA,2004-05,7,0,3.4,0.4,1,0.4,1,0,0,0,0,1,0.7,1.7,0,0,0,0.3,0.6,0.9,0.429,0.429,,0.429,,0.429
776,Žarko Čabarkapa\cabarza01,23,TOT,NBA,2004-05,40,0,11.9,2.2,4.4,1.8,3.5,0.3,0.9,1.3,1.6,0.9,1.7,2.6,0.6,0.3,0.1,0.8,1.5,6,0.486,0.518,0.361,0.523,0.815,0.579
777,Matt Carroll\carroma01,24,CHA,NBA,2004-05,25,0,17.2,2.8,7.2,2.3,5.6,0.5,1.6,2.8,3.3,0.5,1.9,2.4,0.7,0.7,0.1,1,1.5,9,0.389,0.404,0.333,0.425,0.855,0.517
778,Brian Cook\cookbr01,24,LAL,NBA,2004-05,72,0,15.1,2.4,5.9,1.4,3.1,1.1,2.8,0.4,0.5,0.9,2.1,3,0.5,0.3,0.4,0.4,1.9,6.4,0.417,0.439,0.392,0.509,0.757,0.522
779,Omar Cook\cookom01,23,TOR,NBA,2004-05,5,0,14.8,2,4.8,2,4,0,0.8,0.6,1.2,0.4,1,1.4,4.4,1.2,0.2,1.2,1.2,4.6,0.417,0.5,0,0.417,0.5,0.432
780,Marquis Daniels\daniema01,24,DAL,NBA,2004-05,60,17,23.5,3.7,8.4,3.6,7.8,0.1,0.6,1.6,2.2,1.5,2.2,3.6,2.1,1.4,0.2,1.4,2.1,9.1,0.437,0.454,0.2,0.443,0.737,0.484
781,Josh Davis\davisjo02,24,PHI,NBA,2004-05,42,5,7.8,1,2.6,0.5,1.4,0.5,1.3,0.3,0.4,0.7,1.2,1.9,0.3,0.2,0.1,0.4,1.1,2.8,0.378,0.397,0.358,0.464,0.824,0.494
782,Boris Diaw\diawbo01,22,ATL,NBA,2004-05,66,25,18.2,1.9,4.5,1.7,3.7,0.1,0.8,0.9,1.2,0.8,1.8,2.6,2.3,0.6,0.3,1.3,1.9,4.8,0.422,0.471,0.18,0.437,0.74,0.479
783,Kaniel Dickens\dickeka01,26,NJN,NBA,2004-05,11,0,5.5,0.4,1.3,0.1,0.5,0.3,0.8,0.2,0.2,0.3,0.5,0.8,0.1,0.2,0.1,0.2,0.5,1.2,0.286,0.2,0.333,0.393,1,0.437
784,Ronald Dupree\duprero01,24,DET,NBA,2004-05,47,0,10,1.3,2.7,1.3,2.7,0,0,0.6,1,0.7,1.3,2,0.5,0.1,0.2,0.5,1.3,3.2,0.48,0.48,0.5,0.484,0.617,0.515
785,Ndudi Ebi\ebind01,20,MIN,NBA,2004-05,2,0,27,5.5,10.5,5.5,10,0,0.5,2.5,4.5,3,5,8,0.5,0.5,0.5,1.5,3.5,13.5,0.524,0.55,0,0.524,0.556,0.541
786,Francisco Elson\elsonfr01,28,DEN,NBA,2004-05,67,11,14,1.5,3.2,1.5,3.2,0,0,0.7,1.2,0.9,2.1,3,0.5,0.5,0.6,0.6,1.9,3.7,0.468,0.469,0.333,0.47,0.57,0.494
787,Maurice Evans\evansma01,26,SAC,NBA,2004-05,65,11,19,2.5,5.7,2.1,4.5,0.4,1.3,0.9,1.2,1.4,1.7,3.1,0.7,0.6,0.1,0.5,1.6,6.4,0.442,0.474,0.329,0.479,0.756,0.511
788,Richie Frahm\frahmri01,27,POR,NBA,2004-05,43,0,11.6,1.3,3.3,0.6,1.4,0.7,1.9,0.5,0.6,0.4,1,1.4,0.7,0.3,0.1,0.3,0.8,3.8,0.4,0.417,0.388,0.511,0.84,0.543
789,Reece Gaines\gainere01,24,TOT,NBA,2004-05,21,0,8.9,0.8,2.4,0.6,1.7,0.2,0.7,0.1,0.2,0,0.6,0.7,0.3,0.2,0,0.3,0.8,2,0.34,0.361,0.286,0.38,0.75,0.396
790,Alex Garcia\garcial01,24,NOH,NBA,2004-05,8,3,18.3,2.3,6.5,1.6,4.3,0.6,2.3,0.4,0.5,0.9,1,1.9,2.3,0.5,0.1,1,1.9,5.5,0.346,0.382,0.278,0.394,0.75,0.409
791,Willie Green\greenwi01,23,PHI,NBA,2004-05,57,21,18.7,2.7,7.4,2.2,5.6,0.5,1.8,1.7,2.2,0.4,1.9,2.3,1.8,0.6,0.1,1.3,2.1,7.7,0.366,0.393,0.286,0.402,0.776,0.457
792,Ben Handlogten\handlbe01,31,UTA,NBA,2004-05,21,5,14.1,2,4,2,3.9,0,0,0.4,0.8,1.1,2,3.1,0.6,0.3,0.2,0.9,2.6,4.5,0.518,0.524,0,0.518,0.529,0.525
793,Junior Harrington\harriju01,24,NOH,NBA,2004-05,29,7,19,2.2,6.1,2,5.5,0.2,0.7,1,1.2,0.4,1.7,2.2,2.1,0.9,0.2,1.4,2.5,5.6,0.36,0.365,0.316,0.376,0.829,0.421
794,Udonis Haslem\hasleud01,24,MIA,NBA,2004-05,80,80,33.4,4.3,8,4.3,8,0,0.1,2.2,2.8,3,6.1,9.1,1.4,0.8,0.5,1.4,3.3,10.9,0.54,0.543,0,0.54,0.791,0.588
795,Jarvis Hayes\hayesja01,23,WAS,NBA,2004-05,54,22,28.9,3.8,9.8,3,7.5,0.8,2.3,1.8,2.2,0.8,3.4,4.2,1.7,0.9,0.2,1.1,2,10.2,0.389,0.403,0.341,0.428,0.839,0.475
796,Kirk Hinrich\hinriki01,24,CHI,NBA,2004-05,77,77,36.4,5.8,14.6,3.9,9.3,1.9,5.3,2.2,2.8,0.4,3.5,3.9,6.4,1.6,0.3,2.3,3.2,15.7,0.397,0.42,0.355,0.461,0.792,0.495
797,Josh Howard\howarjo01,24,DAL,NBA,2004-05,76,76,32.2,5,10.4,4.5,8.9,0.4,1.5,2.2,3.1,2.2,4.1,6.4,1.4,1.5,0.6,1.6,2.8,12.6,0.475,0.506,0.296,0.497,0.733,0.535
798,Brandon Hunter\huntebr01,24,ORL,NBA,2004-05,31,0,7.2,1.2,2.4,1.2,2.4,0,0,0.7,1.3,0.8,1.4,2.2,0.1,0.1,0.2,0.7,1.4,3.1,0.507,0.507,,0.507,0.538,0.527
799,LeBron James\jamesle01,20,CLE,NBA,2004-05,80,80,42.4,9.9,21.1,8.6,17.2,1.4,3.9,6,8,1.4,6,7.4,7.2,2.2,0.7,3.3,1.8,27.2,0.472,0.499,0.351,0.504,0.75,0.554
800,Britton Johnsen\johnsbr01,25,IND,NBA,2004-05,6,1,14.5,1,3.7,1,3,0,0.7,0,0,0.8,0.8,1.7,0.7,0.2,0,0.5,1.7,2,0.273,0.333,0,0.273,,0.273
801,Linton Johnson\johnsli01,24,SAS,NBA,2004-05,2,0,7.5,0,1,0,0.5,0,0.5,0,0,0,1.5,1.5,0,0.5,0,0.5,0.5,0,0,0,0,0,,0
802,Dahntay Jones\jonesda02,24,MEM,NBA,2004-05,52,7,12.5,1.6,3.7,1.2,2.5,0.4,1.2,0.8,1.2,0.2,1.1,1.3,0.4,0.3,0.2,0.6,1.6,4.5,0.437,0.462,0.383,0.497,0.688,0.534
803,James Jones\jonesja02,24,IND,NBA,2004-05,75,24,17.7,1.7,4.2,0.8,2,0.9,2.2,0.7,0.8,0.5,1.8,2.3,0.8,0.4,0.4,0.6,1.6,4.9,0.396,0.395,0.398,0.5,0.855,0.537
804,Chris Kaman\kamanch01,22,LAC,NBA,2004-05,63,50,25.9,3.9,7.9,3.9,7.8,0,0,1.3,1.9,2.1,4.6,6.7,1.2,0.4,1.1,1.8,2.9,9.1,0.497,0.498,0,0.497,0.661,0.522
805,Jason Kapono\kaponja01,23,CHA,NBA,2004-05,81,14,18.4,3.3,8.3,2.3,5.9,1,2.4,0.9,1,0.4,1.6,2,0.8,0.5,0.1,0.6,1.6,8.5,0.401,0.396,0.412,0.461,0.824,0.486
806,Kyle Korver\korveky01,23,PHI,NBA,2004-05,82,57,32.5,3.9,9.3,1.1,2.5,2.8,6.8,1,1.2,0.5,4.1,4.6,2.2,1.3,0.4,1.3,3.2,11.5,0.418,0.453,0.405,0.567,0.854,0.588
807,Maciej Lampe\lampema01,19,TOT,NBA,2004-05,37,0,10.3,1.3,3.6,1.3,3.5,0.1,0.1,0.4,0.6,0.6,1.8,2.4,0.3,0.1,0.2,0.5,1.4,3.1,0.371,0.367,0.5,0.379,0.682,0.406
808,Raül López\lopezra01,24,UTA,NBA,2004-05,31,15,16.7,1.8,4.4,1.2,2.9,0.6,1.5,0.9,1.1,0.2,1,1.3,4,0.7,0.1,1.5,2.5,5.2,0.422,0.411,0.444,0.496,0.818,0.538
809,Keith McLeod\mcleoke01,25,UTA,NBA,2004-05,53,47,26.1,2.7,7.7,2.4,6.3,0.3,1.4,2.1,2.8,0.4,1.8,2.1,4.5,1.2,0.2,1.9,2.6,7.8,0.35,0.372,0.25,0.373,0.767,0.44
810,Darko Miličić\milicda01,19,DET,NBA,2004-05,37,2,6.9,0.7,2.1,0.7,2.1,0,0,0.5,0.6,0.1,1.1,1.2,0.2,0.1,0.5,0.4,0.8,1.8,0.329,0.329,,0.329,0.708,0.387
811,Travis Outlaw\outlatr01,20,POR,NBA,2004-05,59,2,13.4,2.3,4.5,2.2,4.4,0.1,0.2,0.8,1.3,0.7,1.4,2.1,0.6,0.5,0.7,0.7,1.3,5.4,0.498,0.502,0.4,0.506,0.653,0.532
812,Zaza Pachulia\pachuza01,20,MIL,NBA,2004-05,74,4,18.9,2.2,4.8,2.2,4.8,0,0,1.9,2.5,1.8,3.3,5.1,0.8,0.6,0.5,0.9,2.2,6.2,0.452,0.453,0,0.452,0.746,0.526
813,Smush Parker\parkesm01,23,TOT,NBA,2004-05,16,1,9,1.1,2.7,0.9,1.9,0.2,0.8,0.6,0.8,0.3,0.5,0.8,0.9,0.3,0,1.2,1,3,0.419,0.5,0.231,0.453,0.692,0.493
814,Sasha Pavlović\pavloal01,21,CLE,NBA,2004-05,65,9,13.3,1.8,4.2,1.4,3,0.5,1.2,0.7,1,0.2,0.9,1.1,0.8,0.4,0.1,0.7,1.9,4.8,0.435,0.455,0.385,0.489,0.688,0.516
815,Kirk Penney\penneki01,24,LAC,NBA,2004-05,4,0,3,0.3,0.8,0.3,0.5,0,0.3,0,0,0,0.3,0.3,0.3,0,0,0.5,0,0.5,0.333,0.5,0,0.333,,0.333
816,Kendrick Perkins\perkike01,20,BOS,NBA,2004-05,60,3,9.1,0.9,2,0.9,2,0,0,0.6,1,0.9,2.1,2.9,0.4,0.2,0.6,0.7,1.6,2.5,0.471,0.471,,0.471,0.638,0.515
817,Mickaël Piétrus\pietrmi01,22,GSW,NBA,2004-05,67,3,20,3.2,7.5,2.2,4.6,1,2.9,2.1,3,1,1.9,2.8,1.2,0.7,0.3,1.4,2.1,9.5,0.427,0.48,0.344,0.494,0.698,0.539
818,Zoran Planinić\planizo01,22,NJN,NBA,2004-05,43,8,12,1.8,4,1.5,3.1,0.3,0.9,1.1,1.5,0.4,1.2,1.6,1,0.6,0,1,1.8,5,0.448,0.47,0.375,0.491,0.697,0.534
819,Aleksandar Radojević\radojal01,28,UTA,NBA,2004-05,12,6,10.7,0.5,1.6,0.5,1.6,0,0,0.6,0.8,0.8,1.6,2.3,0.5,0,0.2,1.3,2.7,1.6,0.316,0.316,,0.316,0.7,0.406
820,Luke Ridnour\ridnolu01,23,SEA,NBA,2004-05,82,82,31.4,3.6,9,2.8,6.8,0.8,2.2,1.9,2.2,0.7,1.8,2.5,5.9,1.1,0.3,1.8,2.3,10,0.405,0.414,0.376,0.45,0.883,0.504
821,Theron Smith\smithth01,24,CHA,NBA,2004-05,33,5,15.5,1.3,4.1,1.2,3.8,0.1,0.4,0.4,0.5,1.2,2.3,3.5,0.8,0.2,0.1,0.8,1.8,3.2,0.324,0.331,0.25,0.335,0.875,0.367
822,Darius Songaila\songada01,26,SAC,NBA,2004-05,81,21,20.6,3.2,6,3.2,6,0,0,1.2,1.4,1.5,2.7,4.2,1.4,0.6,0.2,0.9,2.5,7.5,0.527,0.53,0,0.527,0.847,0.566
823,Mike Sweetney\sweetmi01,22,NYK,NBA,2004-05,77,28,19.6,3.1,5.8,3.1,5.8,0,0,2.3,3.1,2.2,3.2,5.4,0.6,0.4,0.4,1.4,2.9,8.4,0.531,0.533,0,0.531,0.749,0.592
824,Dwyane Wade\wadedw01,23,MIA,NBA,2004-05,77,77,38.6,8.2,17.1,8,16.5,0.2,0.6,7.5,9.9,1.4,3.7,5.2,6.8,1.6,1.1,4.2,3,24.1,0.478,0.485,0.289,0.483,0.762,0.561
825,Luke Walton\waltolu01,24,LAL,NBA,2004-05,61,5,12.6,1.2,3,1,2,0.3,1,0.6,0.8,0.9,1.4,2.3,1.5,0.4,0.2,1,1.1,3.2,0.411,0.487,0.262,0.456,0.708,0.492
826,David West\westda01,24,NOH,NBA,2004-05,30,8,18.4,2.5,5.7,2.4,5.6,0.1,0.2,1.1,1.7,1.3,3,4.3,0.8,0.4,0.5,1.2,2.1,6.2,0.436,0.437,0.4,0.442,0.68,0.479
827,Mo Williams\willima01,22,MIL,NBA,2004-05,80,80,28.2,4,9.2,3.6,8,0.4,1.2,1.7,2,0.6,2.4,3.1,6.1,0.9,0.1,2.5,2.8,10.2,0.438,0.456,0.323,0.46,0.85,0.504
828,Tony Allen\allento01,24,BOS,NBA,2005-06,51,9,19.2,2.5,5.4,2.3,4.7,0.2,0.7,2,2.6,0.6,1.5,2.2,1.3,1,0.4,1.3,2.5,7.2,0.471,0.492,0.324,0.491,0.746,0.554
829,Rafael Araújo\araujra01,25,TOR,NBA,2005-06,52,34,11.6,1,2.8,1,2.8,0,0,0.3,0.5,0.8,1.9,2.8,0.3,0.5,0.1,0.8,2,2.3,0.366,0.368,0,0.366,0.536,0.385
830,Trevor Ariza\arizatr01,20,TOT,NBA,2005-06,57,10,17.5,1.6,4,1.6,3.9,0,0.1,1.4,2.2,1.4,2.5,3.8,1.1,1,0.2,1.1,1.8,4.6,0.412,0.416,0.2,0.414,0.606,0.468
831,Andre Barrett\barrean01,23,TOT,NBA,2005-06,19,0,14.8,2,5.5,1.9,4.7,0.1,0.7,0.5,0.6,0.5,0.8,1.3,2.7,0.5,0,0.8,0.7,4.6,0.365,0.4,0.143,0.375,0.75,0.398
832,Charlie Bell\bellch01,26,MIL,NBA,2005-06,59,6,21.7,3.1,6.9,1.8,4.1,1.2,2.8,1.1,1.5,0.4,1.7,2,2.2,1,0.1,0.7,2.1,8.4,0.439,0.45,0.423,0.526,0.708,0.55
833,Andris Biedriņš\biedran01,19,GSW,NBA,2005-06,68,2,14.7,1.7,2.7,1.7,2.7,0,0,0.3,1.1,1.8,2.3,4.2,0.4,0.3,0.7,0.5,2.8,3.8,0.638,0.638,,0.638,0.306,0.595
834,Matt Bonner\bonnema01,25,TOR,NBA,2005-06,78,6,21.9,2.7,6,1.4,2.9,1.3,3.1,0.8,1,1.1,2.5,3.6,0.7,0.6,0.4,0.4,2.8,7.5,0.448,0.478,0.42,0.557,0.829,0.582
835,Pat Burke\burkepa01,32,PHO,NBA,2005-06,42,0,8.2,1.5,3,1.5,2.9,0,0.2,0.3,0.5,0.5,1.2,1.7,0.4,0.1,0.3,0.8,1.5,3.4,0.496,0.508,0.286,0.504,0.619,0.517
836,Antonio Burks\burksan01,25,MEM,NBA,2005-06,57,1,10,0.9,2.5,0.9,2.4,0,0.1,0.2,0.4,0.1,0.6,0.6,1.3,0.4,0,0.6,0.8,2,0.354,0.362,0.167,0.358,0.435,0.367
837,Jackie Butler\butleja01,20,NYK,NBA,2005-06,55,0,13.5,2.1,3.9,2.1,3.9,0,0,1.1,1.4,1.2,2.1,3.3,0.5,0.3,0.6,1.1,2.3,5.3,0.544,0.544,,0.544,0.753,0.587
838,Josh Childress\childjo01,22,ATL,NBA,2005-06,74,10,30.4,3.8,6.8,3.3,5.9,0.4,0.9,2.1,2.7,1.8,3.4,5.2,1.8,1.2,0.5,1.4,2.5,10,0.552,0.56,0.492,0.583,0.766,0.626
839,Nick Collison\collini01,25,SEA,NBA,2005-06,66,27,21.9,3.1,6,3.1,5.9,0,0,1.2,1.7,2.2,3.4,5.6,1.1,0.3,0.5,1.2,3.2,7.5,0.525,0.529,0,0.525,0.699,0.556
840,Carlos Delfino\delfica01,23,DET,NBA,2005-06,68,1,10.7,1.3,3.3,1,2.4,0.3,0.9,0.7,1,0.4,1.3,1.7,0.6,0.3,0.2,0.5,1.3,3.6,0.403,0.428,0.333,0.447,0.672,0.483
841,Luol Deng\denglu01,20,CHI,NBA,2005-06,78,56,33.4,5.7,12.2,5.4,11.2,0.3,1,2.7,3.5,1.6,5,6.6,1.9,0.9,0.6,1.3,1.6,14.3,0.463,0.481,0.269,0.474,0.75,0.517
842,Chris Duhon\duhonch01,23,CHI,NBA,2005-06,74,38,29.1,2.9,7.3,1.6,3.5,1.4,3.8,1.6,1.9,0.4,2.6,3,5,0.9,0,1.6,2.1,8.7,0.4,0.442,0.36,0.493,0.818,0.538
843,John Edwards\edwarjo01,24,ATL,NBA,2005-06,40,4,7.4,0.8,1.6,0.8,1.6,0,0,0.2,0.3,0.5,0.8,1.2,0.1,0.1,0.4,0.3,1.9,1.8,0.484,0.484,,0.484,0.727,0.508
844,T.J. Ford\fordtj01,22,MIL,NBA,2005-06,72,70,35.5,4.6,11,4.1,9.5,0.5,1.4,2.6,3.4,0.9,3.4,4.3,6.6,1.4,0.1,3,2.7,12.2,0.416,0.428,0.337,0.438,0.754,0.489
845,Ben Gordon\gordobe01,22,CHI,NBA,2005-06,80,47,31,6.1,14.4,4,9.6,2.1,4.8,2.6,3.4,0.5,2.2,2.7,3,0.9,0.1,2.3,3,16.9,0.422,0.416,0.435,0.494,0.787,0.531
846,Devin Harris\harride01,22,DAL,NBA,2005-06,56,4,22.8,3.4,7.2,3.3,6.9,0.1,0.4,3,4.2,0.5,1.8,2.2,3.2,0.9,0.3,1.5,2.2,9.9,0.469,0.482,0.238,0.475,0.716,0.544
847,David Harrison\harrida01,23,IND,NBA,2005-06,67,17,15.4,2.2,4.4,2.2,4.4,0,0,1.3,2.6,1.3,2.5,3.8,0.2,0.3,0.9,1.2,2.9,5.7,0.503,0.503,,0.503,0.511,0.519
848,Dwight Howard\howardw01,20,ORL,NBA,2005-06,82,81,36.8,5.7,10.7,5.7,10.7,0,0,4.3,7.3,3.5,9,12.5,1.5,0.8,1.4,2.6,3.4,15.8,0.531,0.532,0,0.531,0.595,0.565
849,Kris Humphries\humphkr01,20,UTA,NBA,2005-06,62,2,10,1.2,3.3,1.2,3.2,0,0.1,0.5,1,0.9,1.6,2.5,0.5,0.4,0.3,0.5,1.3,3,0.379,0.389,0,0.379,0.523,0.406
850,Andre Iguodala\iguodan01,22,PHI,NBA,2005-06,82,82,37.6,4.2,8.4,3.5,6.5,0.7,1.9,3.2,4.3,1.4,4.4,5.9,3.1,1.6,0.3,1.9,2.4,12.3,0.5,0.543,0.354,0.541,0.754,0.598
851,Didier Ilunga-Mbenga\mbengdj01,25,DAL,NBA,2005-06,43,1,5.5,0.7,1.4,0.7,1.4,0,0,0.2,0.5,0.4,0.9,1.3,0,0.1,0.6,0.4,1.1,1.7,0.533,0.542,0,0.533,0.5,0.538
852,Royal Ivey\iveyro01,24,ATL,NBA,2005-06,73,66,13.4,1.6,3.6,1.5,3.5,0.1,0.1,0.3,0.5,0.4,0.9,1.3,1,0.3,0.1,0.3,2,3.6,0.439,0.441,0.4,0.447,0.727,0.467
853,Luke Jackson\jackslu02,24,CLE,NBA,2005-06,36,0,8.8,0.8,2.4,0.5,1.4,0.3,1,0.7,0.9,0.4,0.7,1.1,0.7,0.3,0.1,0.9,0.8,2.7,0.341,0.347,0.333,0.412,0.788,0.482
854,Al Jefferson\jeffeal01,21,BOS,NBA,2005-06,59,7,18,3.2,6.4,3.2,6.4,0,0.1,1.5,2.3,1.6,3.4,5.1,0.5,0.5,0.8,1.1,2.8,7.9,0.499,0.504,0,0.499,0.642,0.53
855,Mario Kasun\kasunma01,25,ORL,NBA,2005-06,28,0,7.6,1.1,2.5,1.1,2.5,0,0,0.6,0.8,0.9,1.3,2.1,0.1,0.1,0.1,0.5,2.5,2.9,0.449,0.449,,0.449,0.783,0.506
856,Viktor Khryapa\khryavi01,23,POR,NBA,2005-06,69,53,21.6,2.3,5,2.1,4.5,0.1,0.4,1.1,1.6,1.7,2.8,4.4,1.3,0.7,0.4,1.2,3,5.8,0.462,0.474,0.333,0.477,0.694,0.516
857,Nenad Krstić\krstine01,22,NJN,NBA,2005-06,80,80,30.9,5.6,11,5.6,11,0,0.1,2.3,3.3,2.3,4.1,6.4,1.1,0.4,0.8,1.7,3.7,13.5,0.507,0.509,0.25,0.508,0.698,0.541
858,Shaun Livingston\livinsh01,20,LAC,NBA,2005-06,61,14,25,2.4,5.7,2.4,5.6,0,0.1,0.9,1.3,0.7,2.3,3,4.5,0.8,0.5,1.8,2.6,5.8,0.427,0.434,0.125,0.428,0.688,0.46
859,Kevin Martin\martike02,22,SAC,NBA,2005-06,72,41,26.6,3.6,7.6,2.7,5.1,0.9,2.5,2.6,3.1,0.8,2.8,3.6,1.3,0.8,0.1,1.1,1.9,10.8,0.48,0.534,0.369,0.54,0.847,0.604
860,Jameer Nelson\nelsoja01,23,ORL,NBA,2005-06,62,33,28.8,5.6,11.6,4.5,8.9,1.1,2.7,2.3,2.9,0.6,2.3,2.9,4.9,1.1,0.1,2.4,2.8,14.6,0.483,0.5,0.424,0.531,0.779,0.567
861,Andrés Nocioni\nocioan01,26,CHI,NBA,2005-06,82,43,27.3,4.7,10.1,3.5,7.2,1.1,2.9,2.5,3,1.1,5,6.1,1.4,0.5,0.6,1.5,3.1,13,0.461,0.489,0.391,0.517,0.843,0.567
862,Emeka Okafor\okafoem01,23,CHA,NBA,2005-06,26,25,33.6,5,12.2,5,12.2,0,0,3.2,4.8,3.6,6.4,10,1.2,0.8,1.9,2,3.4,13.2,0.415,0.415,,0.415,0.656,0.464
863,Pavel Podkolzin\podkopa01,21,DAL,NBA,2005-06,1,0,18,0,2,0,2,0,0,3,6,0,7,7,0,0,1,2,0,3,0,0,,0,0.5,0.323
864,Justin Reed\reedju01,24,TOT,NBA,2005-06,72,6,13.8,1.7,4.1,1.7,4.1,0,0,1.2,1.7,0.7,1,1.7,0.6,0.3,0.2,0.7,2.3,4.5,0.403,0.405,0,0.403,0.725,0.467
865,Bernard Robinson\robinbe01,25,CHA,NBA,2005-06,66,18,19.7,2.4,5.5,2.3,5.2,0,0.3,1.6,2,0.9,2.4,3.3,1.2,1.2,0.2,1.1,2.1,6.4,0.43,0.451,0.095,0.433,0.791,0.498
866,Quinton Ross\rossqu01,24,LAC,NBA,2005-06,67,45,22.6,1.9,4.6,1.9,4.5,0,0.1,0.9,1.1,0.6,2,2.5,1.2,0.8,0.2,0.7,2.3,4.7,0.422,0.432,0,0.422,0.76,0.465
867,Ha Seung-Jin\seungha01,20,POR,NBA,2005-06,27,4,7.9,0.7,1.1,0.7,1.1,0,0,0.3,0.6,0.5,1.3,1.8,0,0.1,0.3,0.5,1.5,1.6,0.581,0.581,,0.581,0.471,0.572
868,Donta Smith\smithdo04,22,ATL,NBA,2005-06,23,0,5.5,0.7,1.2,0.6,1,0.1,0.2,0.3,0.5,0.1,0.5,0.6,0.4,0.3,0,0.2,0.9,1.7,0.556,0.565,0.5,0.593,0.5,0.589
869,J.R. Smith\smithjr01,20,NOK,NBA,2005-06,55,25,18,2.6,6.7,1.7,4.1,0.9,2.5,1.5,1.8,0.3,1.7,2,1.1,0.7,0.1,1,1.6,7.7,0.393,0.407,0.371,0.464,0.822,0.515
870,Josh Smith\smithjo03,20,ATL,NBA,2005-06,80,73,32,4.1,9.7,3.7,8.3,0.4,1.4,2.6,3.7,2.2,4.4,6.6,2.4,0.8,2.6,2,3.3,11.3,0.425,0.444,0.309,0.447,0.719,0.5
871,Kirk Snyder\snydeki01,22,NOK,NBA,2005-06,68,45,19.3,3,6.7,2.3,4.8,0.7,1.9,1.3,1.7,0.8,1.6,2.4,1.5,0.4,0.3,1,1.6,8,0.453,0.491,0.357,0.503,0.735,0.537
872,Pape Sow\sowpa01,24,TOR,NBA,2005-06,42,25,14,1.3,2.9,1.3,2.9,0,0,1,1.4,1.3,2.2,3.5,0.2,0.5,0.5,0.7,2.8,3.5,0.431,0.431,,0.431,0.719,0.496
873,Awvee Storey\storeaw01,28,WAS,NBA,2005-06,25,1,4.6,0.6,1.6,0.5,1.4,0.1,0.3,0.3,0.6,0.3,0.6,0.9,0.2,0.1,0,0.2,0.9,1.7,0.39,0.382,0.429,0.427,0.571,0.456
874,Robert Swift\swiftro01,20,SEA,NBA,2005-06,47,20,21,2.6,5.1,2.6,5.1,0,0,1.1,1.9,2,3.6,5.6,0.2,0.3,1.2,1,3,6.4,0.515,0.515,,0.515,0.582,0.536
875,Sebastian Telfair\telfase01,20,POR,NBA,2005-06,68,30,24.1,3.4,8.5,2.5,6.1,0.8,2.4,1.9,2.6,0.3,1.5,1.8,3.6,1,0.1,1.7,2.5,9.5,0.394,0.411,0.352,0.444,0.743,0.491
876,Billy Thomas\thomabi01,30,WAS,NBA,2005-06,17,0,7.7,0.8,2.4,0.2,0.6,0.6,1.8,0.1,0.1,0.3,0.5,0.8,0.5,0.6,0.1,0.4,1.1,2.2,0.325,0.3,0.333,0.45,1,0.465
877,James Thomas\thomaja02,25,TOT,NBA,2005-06,22,0,6.8,0.5,0.9,0.5,0.9,0,0,0.4,0.6,0.5,1.2,1.8,0,0,0.1,0.3,1.6,1.3,0.526,0.526,,0.526,0.571,0.556
