GS_PCT,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,ALL_STAR,ALL_NBA
0.28,17.4,2.1,5.4,1.2,2.7,1.0,2.6,1.3,1.4,0.2,1.2,1.4,2.8,0.6,0.1,1.1,1.7,6.5,.395,.427,.361,.483,.875,0,0
0.11,16.8,2.2,4.5,2.2,4.4,0.0,0.0,1.4,1.8,1.4,2.5,3.9,0.7,0.4,0.8,0.9,2.4,5.8,.493,.495,.063,.493,.740,0,0
0.3,19.1,2.3,4.7,2.3,4.6,0.0,0.1,0.8,1.7,1.6,2.1,3.8,0.7,0.7,0.6,0.8,2.1,5.4,.489,.493,.143,.490,.487,0,0
0.4,23.7,3.2,7.7,2.1,4.5,1.1,3.3,1.7,2.0,0.8,1.9,2.7,4.0,1.3,0.1,1.9,1.7,9.2,.409,.465,.334,.480,.871,0,0
0.0,7.6,0.8,2.2,0.6,1.7,0.1,0.5,0.6,0.9,0.0,0.4,0.5,1.0,0.4,0.0,1.0,0.8,2.3,.340,.361,.273,.372,.722,0,0
0.06,9.2,1.1,2.9,0.8,2.1,0.2,0.7,0.6,0.9,0.4,0.6,0.9,0.4,0.2,0.1,0.5,0.7,2.9,.369,.393,.297,.406,.635,0,0
0.25,25.2,2.4,5.9,1.7,3.9,0.7,2.0,1.4,1.7,0.4,2.1,2.4,4.9,0.9,0.1,2.0,2.9,6.9,.403,.433,.344,.461,.816,0,0
0.4,19.8,1.6,3.7,1.5,3.3,0.1,0.4,1.1,1.3,0.3,1.3,1.6,1.2,0.5,0.1,0.7,2.3,4.5,.447,.465,.298,.463,.825,0,0
0.23,9.1,0.8,2.0,0.8,2.0,0.0,0.0,0.6,1.0,0.9,1.6,2.6,0.0,0.1,0.6,0.9,1.6,2.1,.396,.396,0,.396,.570,0,0
0.0,5.4,1.1,2.1,1.0,2.0,0.1,0.2,0.8,1.1,0.1,0.4,0.5,0.5,0.3,0.1,0.7,0.6,3.0,.500,.513,.333,.512,.762,0,0
0.08,14.2,2.6,6.5,2.0,4.5,0.7,2.0,1.4,2.3,0.6,0.7,1.3,1.2,0.4,0.1,0.9,1.6,7.3,.404,.438,.327,.454,.608,0,0
0.21,20.4,2.4,5.9,1.7,4.0,0.7,1.9,1.1,1.3,0.3,1.4,1.7,3.5,0.7,0.1,1.5,2.2,6.5,.407,.434,.350,.463,.827,0,0
0.18,10.2,1.4,2.8,1.4,2.8,0.0,0.0,0.7,1.1,0.9,1.3,2.2,0.5,0.4,0.3,0.7,1.8,3.5,.500,.504,.000,.500,.625,0,0
0.76,28.3,4.1,8.4,4.1,8.3,0.0,0.0,2.3,3.1,2.4,5.0,7.4,1.2,0.6,0.7,1.6,3.2,10.5,.490,.491,.214,.491,.746,0,0
0.11,10.5,1.5,2.8,1.5,2.7,0.0,0.0,0.5,0.9,0.4,0.8,1.3,0.7,0.4,0.1,0.7,1.2,3.5,.530,.533,.333,.532,.579,0,0
0.95,33.9,6.2,12.8,6.0,12.1,0.2,0.7,4.1,5.4,1.1,4.9,6.0,4.1,1.2,0.6,2.4,2.3,16.7,.483,.493,.314,.492,.769,7,5
0.75,30.3,5.4,11.5,5.4,11.5,0.0,0.0,2.5,3.3,1.9,4.2,6.1,2.2,0.7,0.3,2.0,2.9,13.4,.469,.470,.120,.469,.764,1,1
0.95,34.4,5.2,11.8,3.5,7.5,1.6,4.3,2.9,3.6,0.8,3.2,4.0,2.9,1.7,0.6,1.6,2.6,14.8,.437,.474,.373,.505,.809,3,1
0.01,8.9,1.0,2.3,1.0,2.2,0.0,0.0,0.7,1.2,1.0,0.9,1.8,1.0,0.5,0.2,0.6,1.1,2.7,.433,.435,.333,.436,.585,0,0
0.97,36.0,4.5,11.2,3.0,7.1,1.4,4.1,2.2,2.8,1.3,5.0,6.3,8.7,1.9,0.3,2.9,1.8,12.6,.400,.429,.349,.464,.785,10,6
0.64,20.0,2.6,6.2,2.2,5.0,0.4,1.2,1.0,1.6,1.0,2.0,3.0,1.1,0.7,0.3,1.2,1.8,6.7,.423,.433,.383,.459,.633,0,0
0.01,9.8,0.8,1.9,0.8,1.8,0.0,0.1,0.6,0.8,0.6,0.9,1.5,0.3,0.4,0.3,0.6,1.4,2.3,.455,.469,.000,.455,.719,0,0
0.41,19.4,2.8,6.9,1.5,3.5,1.3,3.4,1.0,1.2,0.4,1.6,2.1,1.3,0.6,0.1,0.8,1.8,7.8,.400,.426,.374,.493,.831,0,0
0.44,26.2,4.3,9.8,3.3,7.1,0.9,2.7,1.7,2.3,2.0,4.7,6.7,1.4,0.8,0.9,1.4,2.3,11.2,.435,.468,.350,.483,.731,0,0
0.35,17.8,2.3,6.0,1.6,4.0,0.7,2.0,1.6,1.9,0.2,0.9,1.1,2.9,0.7,0.0,1.2,1.7,6.9,.382,.402,.340,.438,.843,0,0
0.53,14.8,1.1,2.4,1.1,2.3,0.0,0.0,0.6,1.0,1.2,1.9,3.1,0.3,0.3,1.7,0.6,2.6,2.7,.446,.450,.100,.447,.551,0,0
0.36,24.2,2.9,6.5,2.4,5.1,0.5,1.4,1.2,1.5,0.6,2.7,3.3,2.7,1.2,0.2,1.3,2.0,7.4,.438,.461,.350,.475,.779,0,0
0.08,9.0,1.1,2.1,1.1,2.1,0.0,0.0,0.6,1.1,1.0,1.7,2.7,0.4,0.3,0.1,0.5,1.3,2.8,.510,.516,.250,.513,.576,0,0
0.34,18.6,2.9,6.0,2.8,5.6,0.1,0.4,1.0,1.4,0.9,1.7,2.7,1.4,0.6,0.2,0.8,1.7,6.9,.478,.495,.226,.485,.767,0,0
0.34,13.9,1.6,2.9,1.6,2.9,0.0,0.0,0.7,1.4,1.2,1.9,3.1,0.5,0.2,0.5,0.9,1.7,3.9,.541,.538,.750,.545,.475,0,0
0.62,18.2,1.9,3.9,1.9,3.9,0.0,0.0,0.6,1.3,1.5,3.1,4.6,0.4,0.3,0.6,0.9,2.7,4.5,.490,.491,.000,.490,.478,0,0
0.49,25.1,4.3,9.9,3.5,7.9,0.7,2.0,2.0,2.7,1.3,2.8,4.1,1.3,0.9,0.4,1.6,2.0,11.3,.430,.447,.360,.466,.759,0,0
0.62,28.3,4.3,9.3,2.7,5.6,1.6,3.8,1.1,1.4,0.6,2.7,3.3,1.7,0.8,0.3,0.9,1.3,11.2,.457,.484,.418,.541,.778,0,0
0.32,18.5,2.6,6.0,1.5,3.2,1.1,2.7,1.2,1.5,0.6,1.5,2.2,1.0,0.5,0.1,0.8,1.5,7.5,.434,.464,.399,.526,.839,0,0
0.16,17.3,2.1,5.0,1.3,3.0,0.8,2.0,0.8,0.9,0.4,1.4,1.8,1.8,0.4,0.0,1.0,1.4,5.9,.426,.436,.409,.506,.887,0,0
0.41,21.1,2.7,6.5,1.8,4.1,0.8,2.3,1.6,2.2,0.6,1.5,2.1,3.2,0.8,0.1,1.6,2.3,7.8,.416,.446,.363,.482,.744,0,0
0.97,36.8,8.1,17.6,7.2,15.0,0.9,2.6,3.6,4.4,1.5,4.6,6.1,2.7,1.2,0.6,3.1,2.7,20.7,.459,.480,.340,.485,.820,2,0
0.18,19.0,3.0,5.6,2.9,5.1,0.1,0.4,1.3,2.3,1.7,2.6,4.3,0.6,0.4,0.8,1.0,1.7,7.4,.536,.558,.258,.545,.562,0,0
0.62,30.3,5.3,11.9,4.4,9.6,0.8,2.3,3.0,3.7,0.5,2.9,3.5,3.8,0.8,0.3,2.3,2.6,14.3,.443,.464,.355,.477,.801,0,0
0.37,17.2,2.0,4.1,2.0,4.0,0.0,0.1,0.7,1.6,2.2,3.0,5.2,0.6,0.5,0.7,0.9,2.5,4.8,.496,.501,.182,.498,.465,0,0
0.22,17.0,3.2,7.7,1.9,4.2,1.3,3.5,1.6,2.0,0.3,1.1,1.4,2.9,0.5,0.0,1.8,1.7,9.2,.411,.444,.371,.495,.795,0,0
0.31,15.9,1.5,3.4,1.5,3.4,0.0,0.0,1.2,2.0,1.3,2.3,3.6,0.9,0.3,0.2,1.1,1.8,4.2,.440,.442,.222,.441,.618,0,0
0.17,13.6,1.9,4.0,1.9,4.0,0.0,0.0,1.7,2.7,1.3,1.7,3.0,0.6,0.4,0.2,0.9,1.9,5.6,.484,.485,.000,.484,.629,0,0
0.38,23.5,2.1,3.9,2.1,3.9,0.0,0.0,1.4,2.6,2.5,4.6,7.1,1.5,0.8,0.6,1.2,2.5,5.6,.538,.539,.143,.538,.529,0,0
0.28,14.6,2.2,4.3,2.2,4.3,0.0,0.0,0.6,1.2,1.3,2.3,3.6,0.7,0.3,0.5,1.1,2.3,5.0,.506,.507,.000,.506,.525,0,0
0.05,10.2,1.7,4.0,0.8,1.7,0.9,2.4,0.3,0.5,0.2,0.8,0.9,1.7,0.5,0.0,0.9,1.4,4.5,.409,.456,.376,.519,.647,0,0
0.25,8.7,1.0,2.4,0.7,1.7,0.3,0.7,0.5,0.6,0.5,0.7,1.2,0.5,0.2,0.0,0.4,1.2,2.7,.397,.422,.341,.449,.757,0,0
0.45,22.3,2.2,5.4,1.2,2.7,1.0,2.8,0.8,1.0,0.4,2.2,2.6,4.0,1.2,0.2,1.6,2.0,6.3,.408,.455,.364,.502,.771,0,0
0.07,12.2,1.2,2.6,1.1,2.3,0.1,0.4,0.6,0.8,0.4,1.1,1.5,1.1,0.6,0.2,0.9,1.5,3.2,.468,.494,.316,.491,.694,0,0
0.0,5.8,0.8,2.1,0.8,2.1,0.0,0.0,0.6,1.0,0.7,1.1,1.7,0.2,0.3,0.2,0.4,1.4,2.1,.378,.381,.000,.378,.574,0,0
0.24,16.7,2.5,5.2,2.5,5.1,0.0,0.1,1.3,2.0,1.1,1.7,2.8,1.2,0.6,0.3,1.2,2.0,6.3,.481,.487,.111,.482,.665,0,0
0.02,10.1,1.4,3.5,1.0,2.2,0.4,1.3,0.5,0.8,1.1,1.4,2.4,0.7,0.3,0.1,0.8,1.7,3.7,.389,.437,.309,.447,.721,0,0
0.57,22.3,3.8,8.4,3.8,8.3,0.0,0.1,2.1,3.3,2.1,3.0,5.0,0.6,0.4,1.0,1.7,2.8,9.7,.456,.458,.083,.456,.618,0,0
0.11,15.8,1.9,4.9,1.1,2.7,0.8,2.2,0.9,1.1,0.3,1.3,1.6,2.7,0.9,0.1,1.5,1.7,5.5,.389,.417,.354,.468,.756,0,0
0.01,11.2,1.0,2.8,0.6,1.7,0.3,1.1,0.6,0.9,0.3,0.8,1.1,1.7,0.4,0.1,0.9,1.1,2.9,.350,.370,.317,.411,.630,0,0
0.4,14.7,1.6,3.4,1.6,3.4,0.0,0.0,1.3,2.1,1.6,2.6,4.2,0.4,0.3,0.2,0.8,2.1,4.5,.455,.455,.500,.457,.633,0,0
0.49,25.9,3.2,6.9,1.6,3.1,1.5,3.8,1.4,1.7,0.5,2.6,3.0,3.2,1.0,0.3,1.4,1.9,9.3,.460,.525,.405,.570,.823,0,0
0.21,21.4,2.8,6.6,2.5,5.5,0.4,1.1,1.6,1.9,0.3,1.4,1.8,3.5,0.9,0.1,1.3,2.3,7.6,.431,.449,.345,.460,.835,0,0
0.12,17.5,1.9,4.8,1.5,3.1,0.5,1.8,0.8,1.0,0.3,0.9,1.2,2.3,0.3,0.1,1.2,1.4,5.2,.400,.475,.268,.448,.871,0,0
0.07,6.5,1.0,2.9,0.8,2.1,0.2,0.8,0.4,0.9,0.4,0.4,0.8,0.5,0.4,0.2,0.7,0.6,2.6,.349,.387,.250,.384,.500,0,0
0.37,19.6,2.8,5.7,2.8,5.7,0.0,0.0,1.8,2.8,1.8,2.6,4.4,0.9,0.5,0.2,1.4,2.5,7.3,.481,.483,.000,.481,.637,0,0
0.22,15.2,2.5,5.9,1.9,4.3,0.5,1.6,1.2,1.5,0.6,1.6,2.2,1.0,0.3,0.2,1.0,1.7,6.7,.416,.445,.338,.462,.807,0,0
0.0,7.9,0.8,2.3,0.4,1.0,0.4,1.3,0.5,0.7,0.0,0.5,0.5,1.0,0.3,0.0,0.9,0.7,2.4,.328,.396,.273,.403,.800,0,0
0.8,31.1,4.4,10.1,2.8,5.9,1.6,4.2,2.3,3.0,0.5,1.9,2.4,2.0,0.9,0.2,2.0,2.8,12.8,.439,.482,.379,.518,.789,0,0
0.16,16.0,2.1,4.7,1.9,4.2,0.1,0.5,1.2,1.9,1.3,1.8,3.0,1.3,0.9,0.3,1.4,2.1,5.5,.442,.465,.246,.455,.655,0,0
0.43,16.8,1.9,3.8,1.9,3.8,0.0,0.0,1.0,1.6,1.7,2.5,4.2,0.6,0.7,0.5,0.9,3.0,4.8,.507,.507,.000,.507,.621,0,0
0.38,21.0,2.6,6.4,2.3,5.5,0.3,0.9,2.2,2.7,0.5,1.2,1.7,4.0,1.0,0.0,1.7,1.7,7.6,.405,.419,.322,.428,.806,0,0
0.79,34.4,6.1,13.7,4.8,10.2,1.3,3.5,2.2,2.7,1.0,3.3,4.4,2.9,0.9,0.3,1.5,1.6,15.7,.444,.467,.375,.492,.811,2,0
0.97,34.5,7.2,14.5,7.1,14.0,0.1,0.4,3.3,4.2,2.2,7.8,10.0,3.7,1.3,1.4,2.2,2.4,17.8,.497,.504,.275,.501,.789,15,9
0.27,18.6,2.2,5.4,1.4,3.4,0.8,2.0,1.1,1.4,0.3,1.1,1.3,2.8,0.6,0.0,1.0,1.5,6.3,.407,.419,.386,.479,.792,0,0
0.34,21.1,3.0,6.5,3.0,6.4,0.0,0.0,1.7,2.7,2.2,2.8,5.0,0.6,0.6,0.5,1.1,2.2,7.8,.469,.471,.192,.469,.639,0,0
0.11,18.4,1.8,4.1,1.1,2.4,0.7,1.7,1.2,1.4,0.3,2.4,2.7,1.6,0.8,0.1,0.5,1.4,5.4,.431,.456,.396,.514,.854,0,0
0.0,14.7,2.5,5.3,1.5,3.0,1.0,2.3,0.2,0.3,0.8,1.8,2.7,1.3,0.0,0.0,0.8,2.5,6.2,.469,.500,.429,.563,.500,0,0
0.0,6.1,0.8,2.2,0.7,1.9,0.1,0.2,0.5,0.6,0.4,0.8,1.2,0.5,0.5,0.0,0.4,0.8,2.1,.357,.360,.333,.375,.750,0,0
0.02,13.9,1.8,4.1,1.7,3.5,0.1,0.5,0.9,1.3,0.7,1.0,1.8,1.4,0.4,0.2,1.0,1.2,4.5,.429,.471,.147,.439,.691,0,0
0.57,27.2,4.3,10.4,2.7,6.1,1.7,4.3,1.6,2.1,0.6,2.2,2.8,2.1,0.8,0.2,1.3,2.1,11.9,.415,.436,.384,.494,.787,0,0
0.0,9.6,1.4,3.0,1.3,2.6,0.1,0.4,0.6,1.1,0.8,0.6,1.4,0.3,0.4,0.2,0.6,1.2,3.6,.473,.500,.300,.493,.593,0,0
0.04,9.3,1.5,3.5,1.4,3.5,0.0,0.1,0.3,0.5,0.6,1.1,1.7,0.2,0.1,0.1,0.4,1.2,3.3,.415,.416,.400,.421,.643,0,0
0.0,7.7,0.7,2.3,0.4,1.2,0.4,1.1,0.6,0.9,0.3,0.7,1.0,0.3,0.3,0.0,0.4,0.9,2.5,.321,.308,.336,.399,.681,0,0
0.0,4.6,0.4,1.7,0.0,1.0,0.4,0.7,0.0,0.3,0.3,0.1,0.4,0.4,0.1,0.0,0.3,0.3,1.3,.250,.000,.600,.375,.000,0,0
0.64,27.6,5.0,10.0,5.0,10.0,0.0,0.1,2.1,3.1,2.4,5.1,7.5,1.3,0.8,1.1,1.6,3.0,12.0,.497,.499,.117,.497,.670,1,1
0.39,14.6,1.9,4.3,1.8,4.1,0.1,0.2,0.8,1.2,1.2,2.2,3.4,0.6,0.2,0.4,1.0,2.7,4.6,.432,.435,.348,.439,.696,0,0
0.18,15.2,2.4,5.9,1.9,4.2,0.5,1.7,1.0,1.5,0.7,0.8,1.5,1.5,0.6,0.3,1.1,1.2,6.3,.408,.450,.299,.450,.652,0,0
0.03,10.7,0.6,1.4,0.6,1.4,0.0,0.0,0.3,0.8,1.0,1.6,2.6,0.4,0.4,0.2,0.5,1.6,1.5,.394,.391,1.000,.396,.433,0,0
0.27,16.1,1.9,5.3,1.7,4.3,0.2,1.0,0.8,1.1,0.9,1.6,2.5,0.8,0.6,0.2,0.6,1.5,5.0,.367,.400,.222,.387,.755,0,0
0.42,19.5,1.8,3.6,1.8,3.6,0.0,0.0,1.1,1.9,2.0,3.5,5.5,0.6,0.3,1.7,0.9,2.5,4.6,.486,.487,.100,.486,.569,0,0
0.32,15.8,1.8,3.9,1.8,3.8,0.0,0.1,0.7,1.0,1.2,2.4,3.6,0.6,0.4,0.6,0.6,2.0,4.4,.470,.475,.211,.472,.630,0,0
0.66,25.3,2.7,5.5,2.7,5.5,0.0,0.0,1.7,2.4,1.9,3.8,5.7,0.6,0.5,2.4,1.2,2.8,7.2,.496,.496,.000,.496,.710,1,0
0.86,30.6,5.1,10.7,5.1,10.6,0.0,0.1,2.4,3.4,2.2,4.8,6.9,1.6,0.5,0.8,1.9,3.5,12.5,.475,.478,.074,.475,.703,0,0
0.37,13.3,1.4,2.7,1.4,2.7,0.0,0.0,0.7,1.1,1.1,1.8,2.9,0.4,0.5,0.7,0.6,2.8,3.6,.530,.531,.000,.530,.658,0,0
0.03,13.7,1.8,4.4,1.3,2.8,0.6,1.7,0.7,0.9,0.5,0.8,1.3,1.0,0.5,0.0,0.7,1.1,4.9,.414,.459,.340,.478,.816,0,0
0.03,7.3,0.7,2.1,0.6,1.8,0.1,0.3,0.5,0.8,0.6,0.8,1.4,0.3,0.2,0.1,0.4,0.8,2.0,.333,.347,.250,.351,.647,0,0
0.67,24.2,4.4,8.9,4.1,8.0,0.3,0.9,2.8,3.6,1.6,5.7,7.3,2.1,0.8,1.1,1.8,2.7,12.0,.500,.520,.328,.517,.786,0,0
0.6,26.2,4.2,9.2,4.2,9.1,0.0,0.1,2.5,3.1,2.4,4.0,6.4,1.0,0.6,0.8,1.3,2.9,10.9,.455,.458,.238,.456,.790,0,0
0.65,27.3,2.5,6.0,2.5,5.7,0.1,0.3,1.7,2.2,0.5,2.0,2.5,5.0,1.2,0.1,1.6,2.4,6.8,.424,.436,.208,.430,.763,0,0
0.58,31.2,5.6,13.6,4.5,10.3,1.0,3.3,4.8,5.8,1.0,2.2,3.2,3.3,0.9,0.5,2.7,1.9,16.9,.409,.441,.309,.446,.822,2,0
0.9,33.2,4.9,12.1,3.5,8.2,1.4,3.9,2.1,2.6,0.8,2.7,3.5,6.1,1.1,0.1,2.3,1.9,13.4,.406,.430,.357,.464,.833,0,0
0.09,12.2,1.9,3.9,1.9,3.9,0.0,0.0,0.7,1.1,1.0,1.8,2.7,0.4,0.3,0.4,0.6,1.1,4.6,.488,.490,.222,.489,.668,0,0
0.31,23.7,2.9,7.0,2.3,5.1,0.6,2.0,2.1,3.1,0.9,2.5,3.4,3.8,1.0,0.2,1.9,2.2,8.6,.414,.450,.325,.460,.689,0,0
0.0,8.5,1.1,2.8,0.7,1.6,0.4,1.2,0.3,0.4,0.2,0.7,1.0,0.4,0.4,0.1,0.4,0.8,2.9,.398,.456,.315,.463,.643,0,0
0.59,24.5,3.5,7.1,3.4,7.1,0.0,0.0,1.2,1.5,1.7,4.9,6.6,1.1,0.7,0.8,1.1,3.2,8.1,.486,.487,.281,.487,.760,0,0
0.26,19.5,3.5,7.1,3.5,7.0,0.0,0.1,1.5,2.4,1.7,2.8,4.5,1.0,0.4,0.3,1.2,2.2,8.6,.501,.507,.080,.501,.643,0,0
0.07,9.8,1.2,2.7,1.2,2.7,0.0,0.0,0.6,0.9,1.1,1.9,3.1,0.3,0.3,0.4,0.8,1.8,2.9,.423,.425,.000,.423,.638,0,0
0.86,32.7,5.7,12.2,4.7,9.3,1.0,2.9,2.1,2.9,1.4,5.3,6.7,1.8,1.0,1.3,1.5,2.9,14.4,.467,.508,.336,.507,.721,4,0
0.47,23.9,2.8,6.8,2.5,5.8,0.3,1.0,2.6,3.5,1.1,2.2,3.3,1.4,0.8,0.2,1.2,2.4,8.6,.415,.433,.318,.440,.736,0,0
0.36,22.8,4.4,8.9,4.4,8.9,0.0,0.1,2.4,3.3,1.5,2.4,3.9,1.2,0.6,0.3,1.6,2.7,11.1,.490,.492,.136,.490,.714,0,0
0.17,9.8,1.2,2.9,1.2,2.9,0.0,0.0,1.0,1.2,0.8,1.3,2.1,0.2,0.1,0.1,0.5,1.8,3.4,.408,.409,.250,.409,.783,0,0
0.85,34.8,6.5,13.9,6.4,13.2,0.2,0.6,4.8,6.0,2.3,5.3,7.5,2.5,1.0,0.8,2.6,2.8,18.1,.472,.480,.297,.479,.810,1,0
0.88,35.6,6.6,14.6,4.3,8.9,2.3,5.7,3.4,3.8,0.9,3.1,4.1,3.4,1.1,0.2,2.1,2.2,18.9,.452,.485,.400,.530,.894,10,2
0.31,22.2,2.8,6.1,2.3,4.7,0.4,1.4,1.4,1.9,0.8,2.3,3.1,1.4,0.8,0.3,1.3,2.0,7.4,.457,.498,.316,.492,.739,0,0
0.16,10.8,1.1,2.3,1.0,2.3,0.0,0.1,0.6,0.9,0.4,1.0,1.4,1.4,0.5,0.1,1.0,1.5,2.7,.451,.448,.600,.459,.684,0,0
0.26,8.9,1.6,3.1,1.6,3.0,0.0,0.0,0.7,1.3,1.2,1.4,2.7,0.4,0.5,0.3,0.5,1.6,4.0,.534,.537,.333,.536,.511,0,0
0.74,27.6,2.2,5.5,1.3,3.1,0.9,2.4,0.7,1.2,0.5,2.2,2.8,1.2,0.8,0.4,0.7,2.2,6.1,.409,.421,.393,.494,.575,0,0
0.89,36.1,8.7,19.5,7.3,15.3,1.4,4.1,6.2,7.4,1.1,4.1,5.2,4.7,1.4,0.5,3.0,2.5,25.0,.447,.479,.329,.482,.837,18,15
0.81,29.5,3.9,8.3,3.9,8.2,0.0,0.1,1.8,2.6,2.7,7.1,9.8,1.9,1.0,2.4,1.4,2.8,9.5,.466,.469,.205,.468,.670,0,0
0.07,11.0,1.1,2.4,1.1,2.3,0.0,0.1,0.5,0.7,0.8,1.1,2.0,0.4,0.4,0.3,0.5,2.3,2.7,.444,.449,.222,.446,.743,0,0
0.78,24.3,2.8,5.7,2.8,5.7,0.0,0.0,1.8,2.8,2.8,4.3,7.1,0.8,0.3,1.4,1.5,2.9,7.4,.498,.499,.125,.498,.626,0,0
0.0,3.9,0.5,1.5,0.5,1.5,0.0,0.0,0.3,0.7,0.8,0.6,1.3,0.1,0.2,0.1,0.2,0.6,1.4,.356,.356,0,.356,.462,0,0
0.27,17.4,1.8,4.5,1.1,2.6,0.7,2.0,0.6,0.8,0.3,1.6,1.9,1.8,0.7,0.1,1.2,1.5,4.9,.394,.426,.352,.471,.787,0,0
0.19,21.5,3.4,8.4,2.6,5.9,0.9,2.5,1.4,1.8,0.6,1.8,2.5,1.9,0.8,0.1,1.1,1.6,9.1,.408,.436,.343,.459,.769,0,0
0.01,10.8,1.4,3.7,1.0,2.6,0.4,1.1,0.5,0.6,0.5,1.1,1.6,0.8,0.3,0.2,0.4,1.1,3.7,.381,.396,.343,.430,.820,0,0
0.17,21.5,1.7,4.1,1.7,4.0,0.1,0.1,1.0,1.6,2.6,4.6,7.1,0.7,0.6,0.4,0.8,2.2,4.5,.424,.425,.400,.432,.629,0,0
0.57,25.4,2.9,7.2,1.9,4.7,1.0,2.6,1.6,1.9,0.3,1.7,2.1,3.0,1.1,0.1,1.1,2.1,8.3,.399,.413,.374,.466,.817,0,0
0.1,11.1,1.4,3.3,1.4,3.3,0.0,0.0,0.9,1.3,1.1,1.9,3.0,0.2,0.2,0.3,0.6,1.6,3.7,.422,.424,.000,.422,.668,0,0
0.58,19.4,2.0,4.2,2.0,4.2,0.0,0.0,0.8,1.2,1.7,3.4,5.0,0.6,0.5,1.0,0.6,1.9,4.8,.480,.480,0,.480,.677,0,0
0.02,9.2,0.8,2.2,0.6,1.6,0.2,0.6,0.3,0.7,0.2,0.6,0.8,1.1,0.5,0.1,0.6,1.3,2.1,.344,.349,.328,.388,.493,0,0
0.11,12.4,1.1,2.1,1.1,2.0,0.0,0.0,0.6,1.2,1.1,1.2,2.3,0.5,0.3,0.4,0.7,1.8,2.7,.518,.523,.250,.520,.494,0,0
0.37,19.6,2.9,5.6,2.9,5.6,0.0,0.0,1.7,2.2,1.5,2.9,4.4,0.6,0.3,0.4,1.3,2.6,7.4,.505,.507,.000,.505,.738,0,0
0.07,13.2,1.2,2.8,1.1,2.7,0.0,0.2,1.0,1.2,0.9,1.9,2.8,0.6,0.4,0.1,0.6,1.2,3.3,.416,.431,.167,.421,.803,0,0
0.99,41.1,9.3,21.8,8.1,18.1,1.2,3.7,7.0,8.9,0.8,2.9,3.7,6.2,2.2,0.2,3.6,1.9,26.7,.425,.448,.313,.452,.780,11,7
0.9,33.4,5.5,12.5,4.1,8.9,1.4,3.6,1.8,2.3,1.0,2.9,3.9,2.6,1.6,0.4,1.2,1.8,14.1,.439,.463,.378,.493,.780,0,0
0.16,12.3,1.4,3.2,1.4,3.1,0.0,0.2,0.6,0.8,1.2,1.9,3.1,0.6,0.4,0.6,0.7,2.2,3.4,.438,.447,.259,.444,.696,0,0
0.0,7.1,1.4,2.9,1.4,2.9,0.0,0.0,0.7,1.2,0.6,1.4,1.9,0.4,0.1,0.4,1.1,1.4,3.4,.472,.474,.000,.472,.554,0,0
0.09,13.2,1.5,3.7,1.3,3.2,0.2,0.5,0.6,0.8,0.4,1.0,1.4,2.0,0.6,0.2,1.1,1.5,3.8,.406,.414,.351,.429,.771,0,0
0.07,5.1,0.8,1.8,0.8,1.6,0.0,0.1,0.4,0.6,0.3,1.0,1.3,0.2,0.4,0.3,0.7,1.4,2.1,.469,.478,.333,.480,.611,0,0
0.7,25.3,2.7,6.5,1.3,2.9,1.4,3.6,0.7,0.9,0.2,1.5,1.7,2.9,0.8,0.0,1.3,1.3,7.4,.408,.453,.372,.512,.797,0,0
0.96,37.7,6.8,15.7,5.6,12.1,1.2,3.6,4.5,5.7,0.7,2.3,3.0,7.6,1.2,0.1,3.0,2.4,19.3,.433,.465,.325,.470,.784,2,2
0.18,17.5,1.8,4.7,1.1,2.5,0.8,2.2,0.7,1.0,0.7,1.9,2.6,1.1,0.6,0.3,0.9,2.0,5.2,.392,.433,.346,.474,.698,0,0
0.08,11.5,1.7,3.9,1.4,3.1,0.2,0.7,1.1,1.7,1.0,1.2,2.2,0.6,0.5,0.3,0.6,1.9,4.7,.425,.450,.323,.457,.693,0,0
0.87,31.3,5.2,10.6,3.8,7.4,1.4,3.2,2.5,2.8,0.5,2.5,3.0,8.5,0.7,0.1,2.9,1.6,14.3,.490,.518,.428,.556,.904,8,7
0.69,27.1,5.1,10.9,5.1,10.8,0.0,0.1,3.0,4.2,2.0,5.2,7.2,1.4,0.5,1.8,1.9,2.9,13.2,.467,.469,.147,.467,.715,6,3
0.31,19.0,2.7,5.6,2.7,5.6,0.0,0.0,1.2,1.7,1.7,2.7,4.5,0.7,0.4,0.3,1.3,2.5,6.5,.479,.479,.167,.479,.694,0,0
0.08,14.4,1.8,4.7,1.0,2.6,0.8,2.0,0.3,0.6,0.4,1.1,1.5,1.4,0.6,0.2,0.9,1.8,4.6,.376,.378,.374,.458,.571,0,0
0.36,16.9,2.1,4.4,2.1,4.3,0.0,0.0,0.5,1.0,1.3,2.2,3.5,0.4,0.2,1.5,0.7,2.0,4.8,.483,.483,.500,.484,.532,0,0
0.1,16.5,2.2,5.0,2.2,5.0,0.0,0.1,1.7,2.3,1.4,2.7,4.1,0.8,0.6,0.4,1.3,2.3,6.2,.437,.442,.177,.438,.743,0,0
0.0,6.2,0.3,1.2,0.3,1.2,0.0,0.0,0.4,0.6,0.3,0.9,1.2,0.3,0.1,0.6,0.4,0.7,1.1,.283,.283,0,.283,.667,0,0
